Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,112.959999,114.309998,112.809998,113.940002,111.347267,2472300
2017-04-21,114.000000,115.279999,114.000000,114.989998,112.373367,5658900
2017-04-24,115.989998,116.589996,115.730003,116.320000,113.673103,3155200
2017-04-25,116.760002,117.309998,116.410004,116.870003,114.210587,3322100
2017-04-26,117.339996,119.250000,116.510002,118.199997,115.510315,5102700
2017-04-27,118.360001,119.230003,118.099998,118.779999,116.077126,3404500
2017-04-28,119.190002,119.610001,118.589996,118.989998,116.282349,4467000
2017-05-01,119.040001,119.699997,118.669998,118.919998,116.213936,2557600
2017-05-02,118.949997,119.510002,118.750000,119.320000,116.604836,2998900
2017-05-03,119.300003,120.459999,119.000000,120.300003,117.562538,3626100
2017-05-04,120.629997,121.000000,120.150002,121.000000,118.246613,3177000
2017-05-05,120.209999,121.449997,120.120003,121.349998,118.588638,2437600
2017-05-08,121.370003,121.550003,120.889999,121.080002,118.324791,2710300
2017-05-09,121.459999,121.949997,121.099998,121.459999,118.696136,1946000
2017-05-10,121.169998,121.330002,120.120003,121.019997,118.266159,2132900
2017-05-11,120.339996,121.379997,119.769997,121.279999,118.520226,2751400
2017-05-12,121.010002,121.190002,120.650002,120.830002,118.080475,2460900
2017-05-15,120.800003,121.290001,120.669998,120.919998,118.168434,2184500
2017-05-16,121.089996,121.480003,120.790001,121.400002,118.637505,2022300
2017-05-17,120.739998,120.739998,119.419998,119.580002,117.497711,3357800
2017-05-18,119.500000,119.980003,117.959999,119.370003,117.291367,2585900
2017-05-19,119.750000,121.349998,119.400002,121.160004,119.050201,3209100
2017-05-22,121.559998,122.050003,121.449997,121.660004,119.541489,2183100
2017-05-23,121.660004,122.480003,121.629997,122.070000,119.944351,3404300
2017-05-24,122.099998,122.839996,121.849998,122.080002,119.954178,2410500
2017-05-25,122.430000,122.610001,122.040001,122.250000,120.121216,2736800
2017-05-26,122.309998,122.440002,121.580002,121.849998,119.728180,2126200
2017-05-30,121.800003,121.930000,121.139999,121.269997,119.158279,2665900
2017-05-31,121.559998,121.580002,121.000000,121.279999,119.168098,4118100
2017-06-01,121.199997,122.150002,121.080002,121.790001,119.669228,3214200
2017-06-02,122.070000,122.849998,121.709999,122.120003,119.993477,2398100
2017-06-05,122.269997,122.349998,120.930000,120.980003,118.873329,3202200
2017-06-06,120.370003,120.830002,119.660004,120.120003,118.028305,2987400
2017-06-07,120.629997,120.680000,119.370003,119.779999,117.694221,1796200
2017-06-08,119.779999,120.510002,119.080002,119.940002,117.851440,3536600
2017-06-09,120.169998,120.820000,119.820000,120.639999,118.539246,2129200
2017-06-12,120.250000,120.550003,119.349998,119.879997,117.792480,3064200
2017-06-13,119.930000,120.160004,119.589996,120.059998,117.969345,2357000
2017-06-14,120.059998,120.410004,119.599998,120.010002,117.920227,1769100
2017-06-15,119.830002,120.919998,119.790001,120.750000,118.647331,1947600
2017-06-16,121.110001,121.720001,120.260002,120.430000,118.332909,4540900
2017-06-19,121.230003,122.260002,121.000000,121.849998,119.728180,3393900
2017-06-20,121.559998,122.519997,121.470001,121.510002,119.394104,2683400
2017-06-21,121.970001,122.199997,121.489998,121.750000,119.629921,2732400
2017-06-22,121.830002,122.959999,121.820000,122.169998,120.042610,3016600
2017-06-23,122.010002,122.440002,121.489998,122.220001,120.091736,3851100
2017-06-26,122.410004,123.089996,121.809998,121.870003,119.747833,1644500
2017-06-27,121.919998,122.139999,121.510002,121.589996,119.472702,1703100
2017-06-28,122.070000,122.599998,121.690002,122.500000,120.366859,1801200
2017-06-29,122.419998,122.459999,120.620003,121.650002,119.531662,2358600
2017-06-30,122.010002,122.639999,121.620003,122.110001,119.983650,2410200
2017-07-03,122.610001,123.150002,122.059998,122.080002,119.954178,1156200
2017-07-05,122.370003,123.010002,122.169998,122.790001,120.651817,1738000
2017-07-06,122.559998,123.000000,121.879997,121.889999,119.767479,3058200
2017-07-07,122.279999,122.900002,122.040001,122.610001,120.474945,1762900
2017-07-10,122.730003,123.739998,122.349998,123.059998,120.917107,2053100
2017-07-11,123.160004,123.680000,122.360001,123.540001,121.388756,1953500
2017-07-12,124.019997,124.790001,123.660004,123.709999,121.555786,2376900
2017-07-13,123.669998,123.730003,122.839996,123.070000,120.926941,2687900
2017-07-14,123.440002,123.639999,122.790001,123.410004,121.261017,1779500
2017-07-17,123.730003,123.730003,122.989998,123.110001,120.966240,1842400
2017-07-18,122.820000,122.949997,121.930000,122.629997,120.494598,1881700
2017-07-19,123.050003,123.230003,122.550003,123.080002,120.936768,1711000
2017-07-20,122.860001,123.290001,122.309998,122.449997,120.317726,1831400
2017-07-21,122.290001,123.500000,121.860001,123.489998,121.339622,2472500
2017-07-24,123.489998,123.750000,122.839996,123.129997,120.985886,3679800
2017-07-25,121.900002,122.000000,119.989998,120.419998,118.323082,4801400
2017-07-26,120.419998,120.570000,119.290001,119.540001,117.458412,2993900
2017-07-27,119.370003,119.419998,117.849998,118.690002,116.623207,4257300
2017-07-28,118.790001,119.449997,118.290001,118.870003,116.800072,2150800
2017-07-31,119.160004,119.339996,118.440002,118.570000,116.505295,2172300
2017-08-01,119.000000,119.250000,118.360001,118.879997,116.809898,1553300
2017-08-02,118.800003,120.389999,118.660004,120.349998,118.254303,2339400
2017-08-03,120.379997,121.110001,119.860001,121.099998,118.991234,2031200
2017-08-04,121.220001,121.660004,120.650002,121.489998,119.374443,1803600
2017-08-07,119.309998,119.750000,117.860001,118.519997,116.456161,4975700
2017-08-08,118.449997,118.989998,118.010002,118.190002,116.131920,2766900
2017-08-09,118.570000,118.760002,117.029999,117.199997,115.159149,3183400
2017-08-10,116.889999,117.290001,116.089996,116.760002,114.726814,3158400
2017-08-11,117.000000,117.760002,116.349998,116.889999,114.854553,2090900
2017-08-14,117.300003,117.550003,116.940002,117.150002,115.110023,1839700
2017-08-15,117.120003,117.120003,115.709999,115.959999,113.940742,2285100
2017-08-16,115.919998,118.099998,115.820000,118.000000,116.649391,3452400
2017-08-17,117.779999,117.779999,116.080002,116.099998,114.771126,2721900
2017-08-18,116.040001,116.269997,115.349998,115.480003,114.158226,2760400
2017-08-21,115.620003,115.699997,114.680000,115.279999,113.960518,1913200
2017-08-22,115.580002,115.830002,115.029999,115.690002,114.365822,2406500
2017-08-23,115.410004,118.870003,114.930000,117.029999,115.690483,6203500
2017-08-24,117.209999,117.209999,114.949997,115.300003,113.980293,4331000
2017-08-25,115.779999,116.089996,115.019997,115.070000,113.752922,2246100
2017-08-28,115.290001,115.779999,115.190002,115.330002,114.009949,3479900
2017-08-29,115.059998,118.739998,114.440002,118.699997,117.341370,5572900
2017-08-30,118.949997,119.860001,118.309998,119.599998,118.231071,5214300
2017-08-31,119.629997,120.190002,118.809998,119.720001,118.349701,3979000
2017-09-01,119.739998,120.160004,117.820000,117.919998,116.570297,2644700
2017-09-05,115.589996,115.900002,111.129997,111.209999,109.937103,14218200
2017-09-06,111.000000,111.089996,109.099998,109.610001,108.355415,9189100
2017-09-07,109.610001,110.070000,109.099998,109.980003,108.721184,5153100
2017-09-08,110.110001,110.339996,109.349998,109.550003,108.296112,4404100
2017-09-11,110.010002,110.730003,109.279999,109.639999,108.385078,5623200
2017-09-12,110.070000,110.309998,109.699997,109.860001,108.602554,3966400
2017-09-13,110.150002,110.470001,109.809998,110.279999,109.017746,3820900
2017-09-14,110.269997,113.279999,110.099998,113.139999,111.845009,7032800
2017-09-15,113.730003,113.919998,112.730003,113.080002,111.785698,6529600
2017-09-18,113.400002,113.639999,112.650002,112.769997,111.479248,4039600
2017-09-19,113.000000,113.650002,112.760002,113.650002,112.349182,3328400
2017-09-20,113.230003,114.230003,113.220001,114.099998,112.794022,3435300
2017-09-21,114.180000,114.830002,113.570000,114.500000,113.189445,2565200
2017-09-22,114.419998,115.120003,114.129997,115.010002,113.693611,2833400
2017-09-25,114.919998,115.000000,113.709999,114.290001,112.981850,3700100
2017-09-26,114.580002,115.010002,114.230003,114.720001,113.406929,4020200
2017-09-27,114.860001,117.459999,114.839996,117.180000,115.838768,5575500
2017-09-28,116.989998,117.040001,115.379997,115.839996,114.514107,6029200
2017-09-29,115.320000,116.129997,114.489998,116.080002,114.751366,3270400
2017-10-02,116.139999,117.650002,115.940002,117.580002,116.234200,2330800
2017-10-03,118.000000,118.000000,117.279999,117.709999,116.362709,2211100
2017-10-04,117.870003,118.220001,117.519997,117.629997,116.283623,2799900
2017-10-05,117.629997,118.330002,117.440002,118.169998,116.817436,2676500
